1	1	1
2	2	0.99993
3	3	0.99986
4	4	0.69073
4	63914	-0.45798
5	5	0.99972
6	6	0.99965
7	7	0.32226
7	8043	0.20629
7	77205	0.12797
7	78493	0.39506
8	8	0.10207
8	53149	-0.2285
8	60765	0.12866
9	9	0.99945
10	10	0.99938
11	11	0.99931
12	12	0.99924
13	13	0.43204
13	14677	0.2184
13	89024	0.099954
14	14	0.9991
15	15	0.99903
16	16	0.40824
16	13177	0.058463
17	17	0.9989
18	18	0.99883
19	19	0.98418
19	4673	0.061569
20	20	0.98609
20	1055	-0.026637
21	21	0.99862
22	22	0.54405
22	8937	-0.08075
22	20849	0.02172
22	24323	-0.078849
22	47298	0.07521
22	56204	0.08591
23	23	0.063956
23	42905	-0.22062
23	85159	-0.089406
23	86133	-0.025779
24	24	0.99841
25	25	0.89232
25	4231	0.06737
25	24445	0.010609
25	30221	-0.013443
25	78309	-0.14146
25	90875	-0.034177
25	96015	-0.080796
25	99575	-1.4448e-05
26	26	0.96398
26	98238	-0.142
26	98847	-0.11338
27	27	0.99821
28	28	0.78778
28	6531	-0.018689
28	41958	0.37874
28	91399	-0.084556
29	29	0.99807
30	30	0.92253
30	42248	0.25601
31	31	0.47361
31	31960	0.47212
31	86384	-0.15518
32	32	0.99786
33	33	0.99779
34	34	0.36016
34	1690	-0.30057
34	53222	-0.050981
34	55125	0.10277
34	67066	0.28552
34	73788	-0.0011248
35	35	0.99765
36	36	0.99759
37	37	0.81619
37	50241	0.3773
38	38	0.026143
38	6250	-0.025307
38	11177	-0.036995
38	27598	0.010526
38	53780	0.060466
38	80326	-0.0035329
39	39	0.99738
40	40	0.99731
41	41	0.2171
41	73991	0.40579
42	42	0.32218
42	34877	0.26533
42	41753	0.29393
43	43	0.9971
44	44	0.27666
44	24549	0.25911
45	45	0.9956
45	77074	0.010432
45	90714	-0.035261
46	46	0.9969
47	47	0.99683
48	48	0.44723
48	93852	0.4949
49	49	0.99669
50	50	0.99662
51	51	0.99655
52	52	0.99648
53	53	0.98632
53	50445	-0.079472
53	86489	0.060099
53	89824	0.00037361
54	54	0.99635
55	55	0.99628
56	56	0.98111
56	14549	0.031151
56	67399	0.091202
57	57	0.99614
58	58	0.99607
59	59	0.996
60	60	0.99593
61	61	0.07609
61	51049	-0.007299
61	51534	-0.20921
62	62	0.9958
63	63	0.99573
64	64	0.3959
64	68022	0.48165
65	65	0.99559
66	66	0.92987
66	3757	-0.01699
66	5527	0.081288
66	13900	-0.1004
66	24964	0.04593
66	32509	0.0062791
66	36808	0.056032
67	67	0.99545
68	68	0.99538
69	69	0.99531
70	70	0.99524
71	71	0.99518
72	72	0.96503
72	4900	-0.087078
73	73	0.13026
73	8351	-0.032647
73	13312	0.038007
73	31947	-0.10468
73	54354	0.19205
73	64793	0.0041148
73	92201	-0.0012547
74	74	0.99497
75	75	0.9949
76	76	0.99483
77	77	0.99476
78	78	0.9947
79	79	0.99463
80	80	0.33507
80	5783	0.011611
80	13411	-0.0020045
80	13583	-0.068935
80	14874	-0.034803
80	18170	0.048474
80	18693	0.0095617
80	25604	0.0057752
80	91714	-0.14197
81	81	0.99449
82	82	0.99442
83	83	0.99435
84	84	0.87583
84	53586	0.31753
85	85	0.99421
86	86	0.60124
86	32118	0.43988
87	87	0.99408
88	88	0.015793
88	60838	-0.028586
89	89	0.29685
89	16707	0.2166
89	35152	-0.21707
90	90	0.99387
91	91	0.17231
91	24674	-0.0038721
91	25461	0.00027906
91	76088	-0.011608
92	92	0.99373
93	93	0.11041
93	33008	0.084612
93	99561	0.0049701
94	94	0.9936
95	95	0.86718
95	20420	0.2806
96	96	0.49708
96	26854	0.0002014
96	28343	0.4413
96	38618	-0.0038283
96	39399	0.00035764
96	39500	0.0001109
96	64050	0.05176
97	97	0.99339
98	98	0.99332
99	99	0.17323
99	25383	-3.8508e-07
99	35029	-0.010034
99	36850	0.0011656
99	61634	-1.2889e-06
100	100	0.47709
100	77283	-0.49494
100	89565	0.00068935
101	101	0.1297
101	49254	-0.28851
102	102	0.99305
103	103	0.32381
103	542	-0.22686
103	57061	-0.15339
103	79362	-0.36393
104	104	0.99291
105	105	0.99284
106	106	0.99277
107	107	0.9927
108	108	0.26255
108	44815	0.39831
109	109	0.99257
110	110	0.9925
111	111	0.99243
112	112	0.99236
113	113	0.17217
113	15350	0.0043993
113	52172	-0.0056836
113	61422	0.36033
113	90607	-0.0045948
113	97273	-0.0048296
114	114	0.99222
115	115	0.99216
116	116	0.98436
116	86504	-0.029999
116	91182	-0.081817
117	117	0.01872
117	44801	0.042484
117	72315	-0.020142
118	118	0.98477
118	5680	0.047108
119	119	0.31341
119	15818	-0.032193
119	31624	0.36947
119	62615	-0.064363
119	69582	0.00013619
120	120	0.99181
121	121	0.99174
122	122	0.16017
122	78723	0.20565
122	97165	0.2965
123	123	0.99161
124	124	0.99154
125	125	0.96545
125	96477	0.15839
126	126	0.55122
126	27553	-0.26665
126	78348	0.41179
127	127	0.99133
128	128	0.18226
128	39300	0.19184
128	54359	0.24196
128	60482	-0.056022
128	80719	0.12662
129	129	0.91016
129	20455	-0.0019686
129	26035	0.001934
129	71641	0.00063995
129	72637	0.00053523
129	81286	0.00088961
129	92398	-0.00012216
129	93602	-0.0044893
129	99893	0.27069
