1	1	0.64221
1	77004	0.46847
2	2	0.62541
2	36431	-0.45907
2	98298	0.05074
3	3	0.98756
3	21203	-0.086862
4	4	0.99986
5	5	0.99982
6	6	0.99977
7	7	0.99972
8	8	0.99968
9	9	0.99963
10	10	0.99959
11	11	0.99954
12	12	0.99949
13	13	0.80419
13	4783	0.0025311
13	18465	-0.00080657
13	33512	0.0010281
13	86451	0.01328
13	90410	0.013274
13	92954	-0.00090461
14	14	0.9994
15	15	0.99936
16	16	0.99931
17	17	0.99926
18	18	0.99922
19	19	0.99917
20	20	0.99913
21	21	0.99908
22	22	0.99903
23	23	0.46658
23	4426	0.0075395
23	16796	-0.050508
24	24	0.99894
25	25	0.9989
26	26	0.99885
27	27	0.9988
28	28	0.99876
29	29	0.39993
29	18509	0.22986
29	51869	-0.17346
29	79839	0.11585
30	30	0.99867
31	31	0.99862
32	32	0.99857
33	33	0.99853
34	34	0.95109
34	99877	0.21118
35	35	0.99844
36	36	0.83668
36	99430	0.36557
37	37	0.99834
38	38	0.9983
39	39	0.99825
40	40	0.36384
40	6457	0.21511
40	32515	-0.080277
40	33580	0.023161
40	59648	0.33922
41	41	0.98397
41	3504	0.0096483
41	56642	0.00046582
41	99397	0.043625
42	42	0.99811
43	43	0.69645
43	33444	-0.38132
44	44	0.60357
44	36454	-0.030859
44	65017	-0.41358
45	45	0.99798
46	46	0.99793
47	47	0.99788
48	48	0.99784
49	49	0.99779
50	50	0.99775
51	51	0.9977
52	52	0.37087
52	60930	0.4411
53	53	0.99761
54	54	0.99756
55	55	0.95349
55	2665	0.058886
55	75105	0.054477
56	56	0.26225
56	77963	-0.41536
57	57	0.99742
58	58	0.050692
58	76029	-0.13942
59	59	0.99733
60	60	0.99729
61	61	0.99724
62	62	0.99719
63	63	0.99715
64	64	0.12794
64	32614	0.10495
64	85355	-0.0062208
64	99946	0.023775
65	65	0.99706
66	66	0.8758
66	53884	-0.0012185
66	71574	-0.3188
67	67	0.95418
67	18924	-0.038397
67	65016	-0.18404
68	68	0.1737
68	98290	-0.36618
69	69	0.99687
70	70	0.99683
71	71	0.99678
72	72	0.98116
72	42007	0.00035323
72	50095	-0.0018892
72	69917	0.11427
73	73	0.43355
73	74035	-0.4749
74	74	0.99664
75	75	0.9966
76	76	0.99655
77	77	0.99651
78	78	0.99646
79	79	0.99641
80	80	0.99637
81	81	0.99632
82	82	0.99628
83	83	0.28841
83	60606	0.40088
84	84	0.99618
85	85	0.82008
85	83767	-0.37506
86	86	0.96345
86	4217	0.066995
86	5190	0.0088676
87	87	0.99605
88	88	0.92709
88	11382	0.15137
88	22323	0.010806
88	77756	-0.0076041
89	89	0.23479
89	42351	0.26685
89	46414	0.06871
90	90	0.13431
90	48517	0.13762
90	72231	-0.25265
91	91	0.99586
92	92	0.53682
92	1862	-0.0059772
92	52902	-0.43701
92	60291	-0.011192
92	82145	0.024632
93	93	0.32754
93	51492	-0.20799
93	64251	-0.35275
94	94	0.99573
95	95	0.99568
96	96	0.99563
97	97	0.86167
97	15216	-0.020552
97	18742	-0.020434
97	41862	0.033129
97	62514	0.28337
97	82424	0.068008
98	98	0.99554
99	99	0.04444
99	78166	0.12755
100	100	0.20091
100	36080	0.038188
100	81434	-0.085592
101	101	0.99541
102	102	0.99536
103	103	0.99531
104	104	0.99527
105	105	0.99522
106	106	0.99518
107	107	0.14386
107	42322	0.035039
108	108	0.99508
109	109	0.079938
109	60201	0.12627
110	110	0.62283
110	20427	0.29413
111	111	0.99495
112	112	0.9949
113	113	0.29084
113	43209	0.24703
113	77544	0.23844
114	114	0.99481
115	115	0.86133
115	69912	0.27698
115	93645	0.19084
116	116	0.73702
116	29489	-0.2124
116	39950	-0.032
116	56806	-0.0029797
116	63744	0.32399
117	117	0.99467
118	118	0.99463
119	119	0.99458
120	120	0.70704
120	1687	-0.076918
120	21692	0.37431
